epoch,arm,lams,var_E,depth,proxy_raw,proxy_hat,w_var,w_depth,reward
22,arm3,"1,3,5,7",0.04565597750024825,7.0,1.1328792095782434,0.927165691825244,2.390748537737866,0.4182790386420996,-0.2597324153588673
23,arm1,"1,3",0.048004650001966416,3.0,1.1319870294005874,0.9264355179067402,2.38965327686011,0.4184707504152871,-0.1314532991983332
23,arm2,"1,3,5",0.049466019666637794,5.0,1.1319870294005874,0.9264355179067402,2.38965327686011,0.4184707504152871,-0.18516195605605357
23,arm3,"1,3,5,7",0.04695151761064069,7.0,1.1319870294005874,0.9264355179067402,2.38965327686011,0.4184707504152871,-0.262847318061326
24,arm1,"1,3",0.04825747459138407,3.0,1.1341445029861097,0.9282012273244813,2.392301840986722,0.4180074532683313,-0.1321667434370713
24,arm2,"1,3,5",0.049604561850789056,5.0,1.1341445029861097,0.9282012273244813,2.392301840986722,0.4180074532683313,-0.18555027715991537
24,arm3,"1,3,5,7",0.04678622435772417,7.0,1.1341445029861097,0.9282012273244813,2.392301840986722,0.4180074532683313,-0.2624094538404006
25,arm1,"1,3",0.06301858519758827,3.0,1.132815274405823,0.9271133663011564,2.3906700494517343,0.41829277119581415,-0.16738835503852925
25,arm2,"1,3,5",0.06490045102726558,5.0,1.132815274405823,0.9271133663011564,2.3906700494517343,0.41829277119581415,-0.2220824078581231
25,arm3,"1,3,5,7",0.060138855897140985,7.0,1.132815274405823,0.9271133663011564,2.3906700494517343,0.41829277119581415,-0.29435755923208184
26,arm1,"1,3",0.041342939623200924,3.0,1.170492729757627,0.957949172680263,2.4369237590203943,0.41035342049518386,-0.11716372865533135
26,arm2,"1,3,5",0.04171349728580798,5.0,1.170492729757627,0.957949172680263,2.4369237590203943,0.41035342049518386,-0.16730915988684758
26,arm3,"1,3,5,7",0.03943306295190172,7.0,1.170492729757627,0.957949172680263,2.4369237590203943,0.41035342049518386,-0.24382259937670236
27,arm1,"1,3",0.033067976658057247,3.0,1.1706922750284006,0.9581124835853119,2.4371687253779677,0.41031217477358495,-0.09700472551348917
27,arm2,"1,3,5",0.03312229851745241,5.0,1.1706922750284006,0.9581124835853119,2.4371687253779677,0.41031217477358495,-0.14637457802314163
27,arm3,"1,3,5,7",0.03131048071191174,7.0,1.1706922750284006,0.9581124835853119,2.4371687253779677,0.41031217477358495,-0.22402130728611194
28,arm1,"1,3",0.02953468296599102,3.0,1.2123335482303657,0.992192339187179,2.4882885087807685,0.4018826580885462,-0.0895661185583004
28,arm2,"1,3,5",0.02931049383523421,5.0,1.2123335482303657,0.992192339187179,2.4882885087807685,0.4018826580885462,-0.13723419029107023
28,arm3,"1,3,5,7",0.02820535737973479,7.0,1.2123335482303657,0.992192339187179,2.4882885087807685,0.4018826580885462,-0.21486082356592553
29,arm1,"1,3",0.028967100014325835,3.0,1.2005576140509848,0.9825547343410463,2.4738321015115696,0.40423115189950704,-0.08782898797911579
29,arm2,"1,3,5",0.028874654684421613,5.0,1.2005576140509848,0.9825547343410463,2.4738321015115696,0.40423115189950704,-0.13610803198230476
29,arm3,"1,3,5,7",0.027756345890254105,7.0,1.2005576140509848,0.9825547343410463,2.4738321015115696,0.40423115189950704,-0.21418775416779187
30,arm1,"1,3",0.025514582672487032,3.0,1.2281274109998626,1.0051182783141979,2.507677417471297,0.39877537399064056,-0.07993335774362581
30,arm2,"1,3,5",0.025541307953305094,5.0,1.2281274109998626,1.0051182783141979,2.507677417471297,0.39877537399064056,-0.1278534210056857
30,arm3,"1,3,5,7",0.02471754992955139,7.0,1.2281274109998626,1.0051182783141979,2.507677417471297,0.39877537399064056,-0.20554277641018584
31,arm1,"1,3",0.02264262958771156,3.0,1.2202929341022637,0.998706422459278,2.498059633688917,0.40031069975831085,-0.07257506696396501
31,arm2,"1,3,5",0.022734973246601824,5.0,1.2202929341022637,0.998706422459278,2.498059633688917,0.40031069975831085,-0.1208430309016632
31,arm3,"1,3,5,7",0.02238630969107,7.0,1.2202929341022637,0.998706422459278,2.498059633688917,0.40031069975831085,-0.20003418849951288
32,arm1,"1,3",0.024224840260182047,3.0,1.2134025377234592,0.9930672165567505,2.489600824835126,0.40167081807832594,-0.07637701501638143
32,arm2,"1,3,5",0.024309003867169554,5.0,1.2134025377234592,0.9930672165567505,2.489600824835126,0.40167081807832594,-0.12478704697115775
32,arm3,"1,3,5,7",0.023668965347360044,7.0,1.2134025377234592,0.9930672165567505,2.489600824835126,0.40167081807832594,-0.20352777015997892
33,arm1,"1,3",0.03154493241131081,3.0,1.2231667307313239,1.001058381624227,2.5015875724363403,0.3997461496125368,-0.09490225687798091
33,arm2,"1,3,5",0.031849753998094144,5.0,1.2231667307313239,1.001058381624227,2.5015875724363403,0.3997461496125368,-0.14363433272479284
33,arm3,"1,3,5,7",0.03044654875724154,7.0,1.2231667307313239,1.001058381624227,2.5015875724363403,0.3997461496125368,-0.22007332185520578
34,arm1,"1,3",0.03832611581448529,3.0,1.2345702932189162,1.0103912317760249,2.5155868476640375,0.3975215568202686,-0.11231353513777861
34,arm2,"1,3,5",0.03894886220867769,5.0,1.2345702932189162,1.0103912317760249,2.5155868476640375,0.3975215568202686,-0.16158269459487146
34,arm3,"1,3,5,7",0.037519766578670496,7.0,1.2345702932189162,1.0103912317760249,2.5155868476640375,0.3975215568202686,-0.2374919917880249
35,arm1,"1,3",0.027492851074102622,3.0,1.2161205154673027,0.9952916511601311,2.4929374767401966,0.4011332050363394,-0.08458328698652097
35,arm2,"1,3,5",0.027745847849916468,5.0,1.2161205154673027,0.9952916511601311,2.4929374767401966,0.4011332050363394,-0.13334997673480248
35,arm3,"1,3,5,7",0.026923697170020376,7.0,1.2161205154673027,0.9952916511601311,2.4929374767401966,0.4011332050363394,-0.21152704750062995
36,arm1,"1,3",0.024739157700351736,3.0,1.1968984842266874,0.9795600464640519,2.469340069696078,0.4049664978396751,-0.07728805331359583
36,arm2,"1,3,5",0.02506503753977925,5.0,1.1968984842266874,0.9795600464640519,2.469340069696078,0.4049664978396751,-0.12668874119976134
36,arm3,"1,3,5,7",0.02438342745180034,7.0,1.1968984842266874,0.9795600464640519,2.469340069696078,0.4049664978396751,-0.20599891366554096
37,arm1,"1,3",0.027749656836732056,3.0,1.1916288205011938,0.9752472729817381,2.462870909472607,0.4060302130143465,-0.08458503109160889
37,arm2,"1,3,5",0.02808876338049788,5.0,1.1916288205011938,0.9752472729817381,2.462870909472607,0.4060302130143465,-0.13414383229518312
37,arm3,"1,3,5,7",0.02702115216891959,7.0,1.1916288205011938,0.9752472729817381,2.462870909472607,0.4060302130143465,-0.21272048630242946
38,arm1,"1,3",0.026670804059408026,3.0,1.2083549690523738,0.9889362090676955,2.483404313601543,0.4026730542920559,-0.08234131202003768
38,arm2,"1,3,5",0.02696916322250324,5.0,1.2083549690523738,0.9889362090676955,2.483404313601543,0.4026730542920559,-0.13140302496771758
38,arm3,"1,3,5,7",0.025886415944904272,7.0,1.2083549690523738,0.9889362090676955,2.483404313601543,0.4026730542920559,-0.2092487365663992
39,arm1,"1,3",0.02994578642655702,3.0,1.1940306402754066,0.9772129590617453,2.465819438592618,0.405544698183885,-0.09006269020190268
39,arm2,"1,3,5",0.03023032014538787,5.0,1.1940306402754066,0.9772129590617453,2.465819438592618,0.405544698183885,-0.13942966275879703
39,arm3,"1,3,5,7",0.028892071738361415,7.0,1.1940306402754066,0.9772129590617453,2.465819438592618,0.405544698183885,-0.2172387234598626
40,arm1,"1,3",0.02527849295229454,3.0,1.1789553413331173,0.9648751035736005,2.4473126553604008,0.40861146115093994,-0.07820883415662673
40,arm2,"1,3,5",0.025414132099285617,5.0,1.1789553413331173,0.9648751035736005,2.4473126553604008,0.40861146115093994,-0.12757416089573306
40,arm3,"1,3,5,7",0.02448491368450752,7.0,1.1789553413331173,0.9648751035736005,2.4473126553604008,0.40861146115093994,-0.2070223651398407
41,arm1,"1,3",0.02351007808813445,3.0,1.1768750682158668,0.9631725762011907,2.444758864301786,0.4090382960061774,-0.07383800364664098
41,arm2,"1,3,5",0.02360188159313368,5.0,1.1768750682158668,0.9631725762011907,2.444758864301786,0.4090382960061774,-0.1231470366000031
41,arm3,"1,3,5,7",0.02285251609389951,7.0,1.1768750682158668,0.9631725762011907,2.444758864301786,0.4090382960061774,-0.20312267785438393
42,arm1,"1,3",0.04118145598759447,3.0,1.188984866566942,0.9730834205975839,2.459625130896376,0.4065660199347386,-0.11755358487137993
42,arm2,"1,3,5",0.04164221177891171,5.0,1.188984866566942,0.9730834205975839,2.459625130896376,0.4065660199347386,-0.16747479378707852
42,arm3,"1,3,5,7",0.04026828985864528,7.0,1.188984866566942,0.9730834205975839,2.459625130896376,0.4065660199347386,-0.2454086648910495
43,arm1,"1,3",0.026327298107987895,3.0,1.1520815743244859,0.942881201161194,2.414321801741791,0.4141949922659684,-0.08013036949370932
43,arm2,"1,3,5",0.026516165744182293,5.0,1.1520815743244859,0.942881201161194,2.414321801741791,0.4141949922659684,-0.1302897558173331
43,arm3,"1,3,5,7",0.025461975684285466,7.0,1.1520815743244859,0.942881201161194,2.414321801741791,0.4141949922659684,-0.21058360022573835
44,arm1,"1,3",0.0238261337848863,3.0,1.146046365849483,0.9379418941338201,2.40691284120073,0.41546996753780774,-0.0739662260645217
44,arm2,"1,3,5",0.023982124523639313,5.0,1.146046365849483,0.9379418941338201,2.40691284120073,0.41546996753780774,-0.12419807828127165
44,arm3,"1,3,5,7",0.0231458469256426,7.0,1.146046365849483,0.9379418941338201,2.40691284120073,0.41546996753780774,-0.20527922449940642
45,arm1,"1,3",0.02928902474482656,3.0,1.1564728582499306,0.9464750951653498,2.4197126427480247,0.4132722135403309,-0.0874019120104298
45,arm2,"1,3,5",0.029566497388993057,5.0,1.1564728582499306,0.9464750951653498,2.4197126427480247,0.4132722135403309,-0.13766598170037592
45,arm3,"1,3,5,7",0.028580944679162473,7.0,1.1564728582499306,0.9464750951653498,2.4197126427480247,0.4132722135403309,-0.2179356700563705
46,arm1,"1,3",0.023183842877778037,3.0,1.1479579395747237,0.9395063553406751,2.4092595330110127,0.4150652871964496,-0.07245850595297419
46,arm2,"1,3,5",0.023322327034412515,5.0,1.1479579395747237,0.9395063553406751,2.4092595330110127,0.4150652871964496,-0.12259998469109074
46,arm3,"1,3,5,7",0.02269862421487331,7.0,1.1479579395747237,0.9395063553406751,2.4092595330110127,0.4150652871964496,-0.20411038016664
47,arm1,"1,3",0.026577655173537842,3.0,1.1361894175451637,0.9298748167114511,2.3948122250671764,0.4175692730865148,-0.0803512644466689
47,arm2,"1,3,5",0.026756827066035164,5.0,1.1361894175451637,0.9298748167114511,2.3948122250671764,0.4175692730865148,-0.1308886602555917
47,arm3,"1,3,5,7",0.025997548033272016,7.0,1.1361894175451637,0.9298748167114511,2.3948122250671764,0.4175692730865148,-0.21258418416299626
48,arm1,"1,3",0.0261031966665342,3.0,1.1181525903029743,0.91511320111559,2.372669801673385,0.42146614724675335,-0.0787929123476972
48,arm2,"1,3,5",0.026207418283925487,5.0,1.1181525903029743,0.91511320111559,2.372669801673385,0.42146614724675335,-0.12961613350157347
48,arm3,"1,3,5,7",0.025244276850376012,7.0,1.1181525903029743,0.91511320111559,2.372669801673385,0.42146614724675335,-0.21162414635680088
49,arm1,"1,3",0.02928509964696915,3.0,1.1352604414298058,0.9291145284341107,2.393671792651166,0.41776821829546945,-0.08680964570174746
49,arm2,"1,3,5",0.029428671629741304,5.0,1.1352604414298058,0.9291145284341107,2.393671792651166,0.41776821829546945,-0.13728549610258048
49,arm3,"1,3,5,7",0.028418450565838946,7.0,1.1352604414298058,0.9291145284341107,2.393671792651166,0.41776821829546945,-0.21842100209666926
50,arm1,"1,3",0.02516018933844228,3.0,1.1229430652434604,0.9190337991588897,2.3785506987383345,0.42042408451938174,-0.07666174931211595
50,arm2,"1,3,5",0.025271557672289533,5.0,1.1229430652434604,0.9190337991588897,2.3785506987383345,0.42042408451938174,-0.12737753468273147
50,arm3,"1,3,5,7",0.024526645202303205,7.0,1.1229430652434604,0.9190337991588897,2.3785506987383345,0.42042408451938174,-0.20969053951062294
